time,alt,MN,TRA,Wf,Fn,Nf,Nc,epr,phi,NfR,NcR,BPR,farB,htBleed
2458.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2459.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2460.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2461.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2462.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2463.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2464.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2465.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2466.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2467.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2468.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2469.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2470.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2471.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2472.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2473.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2474.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2475.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2476.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2477.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2478.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2479.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2480.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2481.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2482.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2483.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2484.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2485.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2486.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2487.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2488.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2489.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2490.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2491.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2492.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2493.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2494.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2495.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2496.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2497.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2498.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2499.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2500.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2501.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2502.4,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2503.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2504.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2505.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2506.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2507.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2508.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2509.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2510.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2511.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2512.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2513.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2514.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2515.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2516.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2517.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2518.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2519.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2520.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2521.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2522.5,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2523.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2524.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2525.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2526.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2527.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2528.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2529.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2530.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2531.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2532.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2533.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2534.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2535.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2536.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2537.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2538.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2539.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2540.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2541.6,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2542.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2543.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2544.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2545.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2546.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2547.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2548.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2549.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2550.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2551.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2552.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2553.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2554.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2555.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2556.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2557.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2558.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2559.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2560.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2561.7,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2562.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2563.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2564.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2565.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2566.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2567.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2568.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2569.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2570.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2571.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2572.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2573.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2574.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2575.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2576.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2577.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2578.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2579.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2580.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2581.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2582.8,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2583.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2584.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2585.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2586.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2587.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2588.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2589.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2590.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2591.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2592.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2593.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2594.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2595.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2596.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2597.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2598.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2599.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2600.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2601.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2602.9,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2604,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2605,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2606,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2607,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2608,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2609,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2610,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2611,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2612,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2613,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2614,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2615,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2616,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2617,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2618,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2619,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2620,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2621,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2622,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2623,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2624.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2625.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2626.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2627.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2628.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2629.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2630.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2631.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2632.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2633.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2634.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2635.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2636.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2637.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2638.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2639.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2640.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2641.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2642.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2643.1,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2644.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2645.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2646.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2647.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2648.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2649.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2650.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2651.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2652.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2653.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2654.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2655.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2656.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2657.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2658.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2659.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2660.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2661.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2662.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2663.2,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2664.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2665.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2666.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2667.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2668.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2669.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2670.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2671.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2672.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2673.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2674.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2675.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2676.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2677.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2678.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2679.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
2680.3,35000,0.84,100,2.1235,13555,2222.9,8347.5,1.0249,41.641,2388,8068.1,9.2668,0.022215,332.53
